training set 809
validation set 203
-------------------------------------
train_acc: 0.1841779975278121, val_acc: 0.2315270935960591, train_loss: 1.7710324662872239, val_loss: 1.7467262656817883 (1 / 35)
train_acc: 0.2360939431396786, val_acc: 0.2019704433497537, train_loss: 1.7491115103251265, val_loss: 1.7438402651566003 (2 / 35)
train_acc: 0.28059332509270707, val_acc: 0.2413793103448276, train_loss: 1.6514052005279787, val_loss: 1.6914695947628302 (3 / 35)
train_acc: 0.22991347342398022, val_acc: 0.1921182266009852, train_loss: 1.7497405879135037, val_loss: 1.783629024557292 (4 / 35)
train_acc: 0.2088998763906057, val_acc: 0.18226600985221675, train_loss: 1.7697573770551362, val_loss: 1.7520633794991254 (5 / 35)
train_acc: 0.276885043263288, val_acc: 0.30049261083743845, train_loss: 1.6978493671040011, val_loss: 1.5821349879203759 (6 / 35)
train_acc: 0.29295426452410384, val_acc: 0.2857142857142857, train_loss: 1.639930427590171, val_loss: 1.675443747947956 (7 / 35)
train_acc: 0.3411619283065513, val_acc: 0.29064039408866993, train_loss: 1.5796817651637847, val_loss: 1.538491714764111 (8 / 35)
train_acc: 0.3411619283065513, val_acc: 0.3793103448275862, train_loss: 1.4894252515988533, val_loss: 1.353819059327318 (9 / 35)
train_acc: 0.3695920889987639, val_acc: 0.4039408866995074, train_loss: 1.4729417226517894, val_loss: 1.3341451965529343 (10 / 35)
train_acc: 0.3621755253399258, val_acc: 0.42857142857142855, train_loss: 1.4148757353111898, val_loss: 1.3007458034407329 (11 / 35)
train_acc: 0.36341161928306553, val_acc: 0.3842364532019704, train_loss: 1.4275510327335637, val_loss: 1.342622566105697 (12 / 35)
train_acc: 0.3720642768850433, val_acc: 0.4729064039408867, train_loss: 1.4431874467651689, val_loss: 1.303438945944086 (13 / 35)
train_acc: 0.3930778739184178, val_acc: 0.45320197044334976, train_loss: 1.3645190276085815, val_loss: 1.2934145445894139 (14 / 35)
train_acc: 0.39060568603213847, val_acc: 0.4433497536945813, train_loss: 1.3782285674393397, val_loss: 1.2535211429220114 (15 / 35)
train_acc: 0.4004944375772559, val_acc: 0.4088669950738916, train_loss: 1.3082860633086215, val_loss: 1.417262525981283 (16 / 35)
train_acc: 0.4338689740420272, val_acc: 0.3793103448275862, train_loss: 1.3100111936904002, val_loss: 1.3874700709516778 (17 / 35)
train_acc: 0.453646477132262, val_acc: 0.4433497536945813, train_loss: 1.2510992443311053, val_loss: 1.2312383228922126 (18 / 35)
train_acc: 0.4956736711990111, val_acc: 0.47783251231527096, train_loss: 1.2142145204897716, val_loss: 1.2065272836262368 (19 / 35)
train_acc: 0.5377008652657602, val_acc: 0.4630541871921182, train_loss: 1.0956836364177898, val_loss: 1.3047876131945644 (20 / 35)
train_acc: 0.5574783683559951, val_acc: 0.4630541871921182, train_loss: 1.0951354323859857, val_loss: 1.2384144725470707 (21 / 35)
train_acc: 0.6402966625463535, val_acc: 0.5566502463054187, train_loss: 0.9108578375597083, val_loss: 1.1795575680403874 (22 / 35)
train_acc: 0.6674907292954264, val_acc: 0.5911330049261084, train_loss: 0.8434769672206954, val_loss: 1.1246547951486898 (23 / 35)
train_acc: 0.6724351050679852, val_acc: 0.5862068965517241, train_loss: 0.790926190072438, val_loss: 1.1062244714187284 (24 / 35)
