

training set 809
validation set 203
---------------------------------------------
train_acc: 0.25092707045735474, val_acc: 0.21182266009852216, train_loss: 2.8360635070187787, val_loss: 1.754578704023596 (1 / 30)
train_acc: 0.2843016069221261, val_acc: 0.2413793103448276, train_loss: 2.033004798759489, val_loss: 2.1232859439450533 (2 / 30)
train_acc: 0.33250927070457353, val_acc: 0.3251231527093596, train_loss: 1.7142444093088873, val_loss: 1.8651411962039366 (3 / 30)
train_acc: 0.33868974042027195, val_acc: 0.3694581280788177, train_loss: 1.6663536601072484, val_loss: 1.597207959649598 (4 / 30)
train_acc: 0.3572311495673671, val_acc: 0.35960591133004927, train_loss: 1.5455494893643411, val_loss: 1.7473113372408111 (5 / 30)
train_acc: 0.3510506798516687, val_acc: 0.3645320197044335, train_loss: 1.6272054904765634, val_loss: 2.1481774284921844 (6 / 30)
train_acc: 0.3868974042027194, val_acc: 0.41379310344827586, train_loss: 1.4329661263523643, val_loss: 1.3475333234946716 (7 / 30)
train_acc: 0.3658838071693449, val_acc: 0.4088669950738916, train_loss: 1.4656733685577166, val_loss: 3.8709751291228045 (8 / 30)
train_acc: 0.3868974042027194, val_acc: 0.37438423645320196, train_loss: 1.4163368841626294, val_loss: 1.3421443806493223 (9 / 30)
train_acc: 0.37330037082818296, val_acc: 0.4088669950738916, train_loss: 1.4631188496376293, val_loss: 1.6240168833380262 (10 / 30)
train_acc: 0.3967861557478368, val_acc: 0.3645320197044335, train_loss: 1.4020321887856804, val_loss: 1.7378997042261322 (11 / 30)
train_acc: 0.43139678615574784, val_acc: 0.4039408866995074, train_loss: 1.3766784190542176, val_loss: 1.3718663225033012 (12 / 30)
train_acc: 0.411619283065513, val_acc: 0.47783251231527096, train_loss: 1.3256885967089602, val_loss: 1.238147769949119 (13 / 30)
train_acc: 0.4511742892459827, val_acc: 0.30049261083743845, train_loss: 1.3034514582201342, val_loss: 2.0590338178456125 (14 / 30)
train_acc: 0.44128553770086526, val_acc: 0.39408866995073893, train_loss: 1.338950586407382, val_loss: 1.4595678941956882 (15 / 30)
train_acc: 0.46600741656365885, val_acc: 0.41379310344827586, train_loss: 1.2450997608406436, val_loss: 1.5035659532828871 (16 / 30)
train_acc: 0.5315203955500618, val_acc: 0.3842364532019704, train_loss: 1.1085148591488343, val_loss: 1.9614692803086906 (17 / 30)
train_acc: 0.5525339925834364, val_acc: 0.4630541871921182, train_loss: 1.118932532733686, val_loss: 1.2938097562695958 (18 / 30)
train_acc: 0.5747836835599506, val_acc: 0.4482758620689655, train_loss: 1.0567019980386987, val_loss: 1.3825959325423969 (19 / 30)
train_acc: 0.5550061804697157, val_acc: 0.4236453201970443, train_loss: 1.1227751444237783, val_loss: 1.6115801029017407 (20 / 30)
train_acc: 0.5525339925834364, val_acc: 0.43349753694581283, train_loss: 1.0848221660986523, val_loss: 1.4823967124440987 (21 / 30)
train_acc: 0.5896168108776267, val_acc: 0.4187192118226601, train_loss: 1.0254931535355387, val_loss: 2.0521925317830054 (22 / 30)
train_acc: 0.61557478368356, val_acc: 0.4876847290640394, train_loss: 0.996654800785192, val_loss: 1.3172906378807105 (23 / 30)
train_acc: 0.6093943139678616, val_acc: 0.3694581280788177, train_loss: 0.9993457652729728, val_loss: 2.0388935023340684 (24 / 30)
train_acc: 0.6279357231149567, val_acc: 0.4975369458128079, train_loss: 0.9231668897848047, val_loss: 1.467078797922933 (25 / 30)
train_acc: 0.6687268232385661, val_acc: 0.4975369458128079, train_loss: 0.8510560579736094, val_loss: 1.5601803722052738 (26 / 30)
train_acc: 0.6662546353522868, val_acc: 0.4827586206896552, train_loss: 0.8920477108548687, val_loss: 1.4787192456240725 (27 / 30)
train_acc: 0.7132262051915945, val_acc: 0.4827586206896552, train_loss: 0.7386050115262327, val_loss: 1.807316624472294 (28 / 30)
train_acc: 0.7194066749072929, val_acc: 0.5073891625615764, train_loss: 0.7506845701757556, val_loss: 1.6825030854182879 (29 / 30)
train_acc: 0.7354758961681088, val_acc: 0.42857142857142855, train_loss: 0.7037792488729998, val_loss: 1.9807272321484946 (30 / 30)
lr 0.003149050913917944, batch 8, decay 6.256843284483036e-05, gamma 0.8254205519719666, val accuracy 0.5073891625615764, val loss 1.6825030854182879 [1 / 20]
---------------------------------------------
train_acc: 0.24474660074165636, val_acc: 0.2561576354679803, train_loss: 2.8685443716673973, val_loss: 1.9297507408217256 (1 / 30)
train_acc: 0.28059332509270707, val_acc: 0.3694581280788177, train_loss: 2.013303842179118, val_loss: 1.495247532581461 (2 / 30)
train_acc: 0.3263288009888752, val_acc: 0.35467980295566504, train_loss: 1.7221828111169954, val_loss: 1.8678043117664132 (3 / 30)
train_acc: 0.35599505562422745, val_acc: 0.3842364532019704, train_loss: 1.5758639659516154, val_loss: 1.6371720395064706 (4 / 30)
train_acc: 0.36711990111248455, val_acc: 0.3497536945812808, train_loss: 1.5381405297551667, val_loss: 1.8802092104709793 (5 / 30)
train_acc: 0.32509270704573545, val_acc: 0.3842364532019704, train_loss: 1.698171909718932, val_loss: 2.572512246705041 (6 / 30)
train_acc: 0.34610630407911, val_acc: 0.3694581280788177, train_loss: 1.5067775258322433, val_loss: 2.0522822347180596 (7 / 30)
train_acc: 0.3943139678615575, val_acc: 0.3793103448275862, train_loss: 1.4523010648814652, val_loss: 1.6066090191526365 (8 / 30)
train_acc: 0.37453646477132263, val_acc: 0.4187192118226601, train_loss: 1.5193330444423172, val_loss: 1.8264997028952161 (9 / 30)
train_acc: 0.3856613102595797, val_acc: 0.3842364532019704, train_loss: 1.4015581522353353, val_loss: 1.4126031351794164 (10 / 30)
train_acc: 0.4289245982694685, val_acc: 0.3694581280788177, train_loss: 1.325780755362493, val_loss: 1.6211837923585488 (11 / 30)
train_acc: 0.37453646477132263, val_acc: 0.33497536945812806, train_loss: 1.3760827952173937, val_loss: 2.0302872246709365 (12 / 30)
train_acc: 0.4252163164400494, val_acc: 0.3399014778325123, train_loss: 1.3165253287340124, val_loss: 2.0071932235962064 (13 / 30)
train_acc: 0.43139678615574784, val_acc: 0.39408866995073893, train_loss: 1.3543832010332821, val_loss: 2.335305664926914 (14 / 30)
train_acc: 0.43016069221260816, val_acc: 0.39408866995073893, train_loss: 1.3316046605151428, val_loss: 1.6745726436817001 (15 / 30)
train_acc: 0.4610630407911001, val_acc: 0.39408866995073893, train_loss: 1.285591822766845, val_loss: 1.731057950428554 (16 / 30)
train_acc: 0.45488257107540175, val_acc: 0.3842364532019704, train_loss: 1.3110818076045316, val_loss: 13.669993465757136 (17 / 30)
train_acc: 0.446229913473424, val_acc: 0.5024630541871922, train_loss: 1.2986018038798026, val_loss: 1.3981136606244617 (18 / 30)
train_acc: 0.5451174289245982, val_acc: 0.458128078817734, train_loss: 1.0439601843377715, val_loss: 1.61112817872334 (19 / 30)
train_acc: 0.5970333745364648, val_acc: 0.39901477832512317, train_loss: 0.9112972809446167, val_loss: 2.109013621443011 (20 / 30)
train_acc: 0.595797280593325, val_acc: 0.49261083743842365, train_loss: 0.9217348738270725, val_loss: 3.8246926403985233 (21 / 30)
train_acc: 0.6440049443757726, val_acc: 0.43349753694581283, train_loss: 0.8669087176564597, val_loss: 2.4061799031760307 (22 / 30)
train_acc: 0.6427688504326329, val_acc: 0.5024630541871922, train_loss: 0.8802706165278356, val_loss: 1.686250461439781 (23 / 30)
train_acc: 0.6798516687268232, val_acc: 0.47783251231527096, train_loss: 0.7937303203882187, val_loss: 2.117304970478189 (24 / 30)
train_acc: 0.695920889987639, val_acc: 0.5221674876847291, train_loss: 0.7690501599140898, val_loss: 1.7654033238664637 (25 / 30)
train_acc: 0.6798516687268232, val_acc: 0.43349753694581283, train_loss: 0.786761885373053, val_loss: 1.5122680452656863 (26 / 30)
train_acc: 0.7070457354758962, val_acc: 0.47783251231527096, train_loss: 0.7449938496494175, val_loss: 1.8900578559325834 (27 / 30)
train_acc: 0.6909765142150803, val_acc: 0.5024630541871922, train_loss: 0.7584310434067942, val_loss: 1.5827578617434197 (28 / 30)
train_acc: 0.6823238566131026, val_acc: 0.5862068965517241, train_loss: 0.7622708207449895, val_loss: 1.4801913344214115 (29 / 30)
train_acc: 0.7330037082818294, val_acc: 0.5320197044334976, train_loss: 0.6845831907871185, val_loss: 1.2990717864388903 (30 / 30)
lr 0.004370054390760577, batch 8, decay 2.4983989017395743e-05, gamma 0.2790351363752022, val accuracy 0.5862068965517241, val loss 1.4801913344214115 [2 / 20]
---------------------------------------------
train_acc: 0.26452410383189123, val_acc: 0.27586206896551724, train_loss: 2.379960071318524, val_loss: 3.4735443395346843 (1 / 30)
train_acc: 0.2719406674907293, val_acc: 0.27586206896551724, train_loss: 1.9287659747638868, val_loss: 2.0293556023113832 (2 / 30)
train_acc: 0.30778739184178, val_acc: 0.30049261083743845, train_loss: 1.7349921787625042, val_loss: 1.752160960523953 (3 / 30)
train_acc: 0.31396786155747836, val_acc: 0.39408866995073893, train_loss: 1.8306671697807548, val_loss: 1.4968807010227823 (4 / 30)
train_acc: 0.37824474660074164, val_acc: 0.30049261083743845, train_loss: 1.7009433096801985, val_loss: 1.8680763773142999 (5 / 30)
train_acc: 0.3943139678615575, val_acc: 0.4088669950738916, train_loss: 1.5316855264977265, val_loss: 1.6823801269084948 (6 / 30)
train_acc: 0.3757725587144623, val_acc: 0.41379310344827586, train_loss: 1.5724365322197913, val_loss: 1.3666302003883963 (7 / 30)
train_acc: 0.4647713226205192, val_acc: 0.42857142857142855, train_loss: 1.4045648191709013, val_loss: 1.4607994160041433 (8 / 30)
train_acc: 0.40173053152039556, val_acc: 0.4088669950738916, train_loss: 1.5076674881618015, val_loss: 1.4511264935502866 (9 / 30)
train_acc: 0.44252163164400493, val_acc: 0.39408866995073893, train_loss: 1.394355600048202, val_loss: 1.5135358137450194 (10 / 30)
train_acc: 0.4758961681087763, val_acc: 0.3793103448275862, train_loss: 1.3230627487852193, val_loss: 1.6124192476272583 (11 / 30)
train_acc: 0.4672435105067985, val_acc: 0.31527093596059114, train_loss: 1.3092745443799145, val_loss: 1.8547120945794242 (12 / 30)
train_acc: 0.47095179233621753, val_acc: 0.4236453201970443, train_loss: 1.3268449169448928, val_loss: 1.4362547186207888 (13 / 30)
